Name,Country,Genre,Status
Apocryfal,Finland,Death Metal,Active
Apocryph,Belgium,Melodic Death Metal,Split-up
Apocryph,Brazil,Epic Atmospheric Avant-garde Metal,Split-up
Apocryph,United States,Death/Thrash Metal,Active
Apocrypha,United States,Melodic Death/Thrash Metal,Split-up
Apocrypha,Netherlands,Melodic Black Metal,Active
Apocrypha,United States,Power/Thrash Metal,Split-up
Apócrypha,Argentina,Heavy Metal,Active
Apocryphal,Belarus,Death/Doom Metal,Active
Apocryphal,France,Atmospheric Death Metal,Active
Apocryphal,United States,Death Metal,Active
Apocryphal,Germany,Black Metal,Split-up
Apocryphal,Italy,Black Metal,Active
Apocryphal,Mexico,Death Metal,Split-up
Apocryphal Death,Czech Republic,Technical Death Metal,Split-up
Apocryphal Ending,Italy,Melodic Black/Death Metal,Unknown
The Apocryphal Order,Faroe Islands,Death/Thrash Metal,Active
Apocryphal Voice,Finland,Avant-garde Black Metal,Active
Apocryphe,France,Black Metal,Active
Apocryphon,United States,Death Metal/Grindcore,Split-up
Apocryphos,United States,Progressive Heavy Metal,Split-up
Apofenia,Argentina,Death/Thrash Metal,Active
Apofigeus,United States,Death Metal/Grindcore with Melodic and Power Metal elements,Active
Apofolis,Germany,Black Metal,On hold
Apogee of Despair,Mexico,Black Metal,Split-up
Apogem,Poland,Death Metal,Split-up
Apogheum,Poland,Symphonic Black Metal,Split-up
Apognosis,Greece,Black Metal,Active
Apoka,Brazil,Black Metal,Active
Apokalipsa,Poland,Thrash Metal,Split-up
Apokalipszis Árnyék,Hungary,Black Metal,Split-up
Apokalyptic Raids,Brazil,Black/Death/Thrash Metal,Active
Apokalyptic Sky,France,Black Metal,Active
Apokalyptic Warlust,United States,Black Metal,Unknown
Apokatastase,Brazil,Thrash/Death Metal,Active
Apokatastasia,Switzerland,Experimental/Progressive Metal with Jazz Elements,Active
Apokatastasis,Poland,Death/Black Metal,Split-up
Apokathilosis,Ireland,Black Metal,Active
Apokefale,Russia,Black/Death Metal,Active
Apokrifos,Mexico,Death Metal/Grindcore,Active
Apokrypha,Germany,Melodic Death/Black Metal,Active
Apokryphos,Russia,Death/Doom Metal,Unknown
Apokryphus,Chile,Black/Doom Metal,Active
Apokrypta,Germany,Death/Thrash/Black Metal,Split-up
Apoleon,Brazil,Thrash Metal,Split-up
Apolhocaust,International,Death/Black Metal,Active
Apoliom,Brazil,Thrash Metal,Split-up
Apolion,Italy,Black Metal,Active
Apolion's Genocide,Colombia,Black Metal,Active
Apollgon,Sweden,Death/Black Metal,Split-up
Apollinic Rites,Romania,Atmospheric Death Metal,Active
Apollion,Argentina,Speed Metal,Split-up
Apollo Ra,United States,Power Metal,Split-up
Apollonize,Germany,Melodic Death Metal,Active
Apollyn,United States,Death Metal,Changed name
Apollyon,Canada,Death Metal,Active
Apollyon,United States,Speed/Thrash/Black Metal,Active
Apollyon,Canada,Power Metal,Split-up
Apollyon,United States,Thrash Metal,Split-up
Apollyon,United Kingdom,Death/Thrash Metal,On hold
Apollyon,Portugal,Black/Death Metal,On hold
Apollyon,United Kingdom,Speed Metal,Split-up
Apollyon,Denmark,Black/Death Metal,Split-up
Apollyon Mechanicus,Russia,"Black/Death Metal (early), Atmospheric Black Metal (later)",Active
Apollyon Sun,Switzerland,Industrial Metal,Split-up
Apologeos,Ecuador,Symphonic Metal,Active
Apologgia,Argentina,Thrash Metal,Active
Apologies,Spain,Symphonic Metal,Active
Apologist,Japan,Blackened Melodic Death/Thrash Metal,Active
Apolokia,Germany,Black Metal,Split-up
Apolokia,Italy,Black Metal,Active
Apolon,Slovakia,Heavy/Thrash Metal,Split-up
Apolyom,Australia,Thrash/Death Metal,Split-up
Apomorph,Russia,Groove/Thrash Metal,Active
Apontokation,Spain,Death Metal,Active
Apophanous,Brazil,Progressive Thrash Metal,Active
Apophatic,United States,Black Metal,Active
Apophenia,United States,Black/Death Metal,Split-up
Apophis,Germany,Death Metal,Active
Apophis Theory,United States,Heavy Metal/Rock,Active
Apophizys,Brazil,Death Metal,Active
Apophys,Netherlands,Technical Death Metal,Active
Apoplex,Germany,Speed/Thrash Metal,Split-up
Apoplexy,United States,Death Metal/Grindcore,Active
Apoplexy,Norway,Black/Death Metal,Changed name
Apoplexy,Turkey,Progressive Metal,Changed name
Apoplexy,Finland,Death Metal,Changed name
Apoplexy,France,Death Metal,Unknown
Apoplexy,Slovakia,Death Metal,Split-up
Apoptose,France,Death/Doom Metal,Split-up
Apoptosis,Spain,Melodic Black/Death Metal,Active
Apoptosis,France,Black Metal,Active
Apoptosis,Bolivia,Death Metal,Split-up
Apoptosis Gutrectomy,Indonesia,Brutal Death Metal,Active
Aporia,Italy,Progressive Metal,Split-up
Aporias,Canada,Drone/Doom Metal,Split-up
Aposento,Puerto Rico,Power Metal,Unknown
Aposento,Spain,Death Metal,Active
Aposiopese,Germany,Thrash Metal,Split-up
Apost,Madagascar,Heavy/Thrash Metal,Active
Apostas,Romania,Death Metal,Split-up
Apostasia,France,Symphonic/Industrial Black Metal,Split-up
Apostasia,Brazil,Death Metal,Split-up
Apostasia,Italy,Death Metal,Split-up
Apostasy,United States,Metalcore/Melodic Death Metal,Active
Apostasy,Germany,Black Metal,Changed name
Apostasy,United States,Death Metal,Split-up
Apostasy,Czech Republic,Thrash Metal,Split-up
Apostasy,Chile,Thrash Metal,Active
Apostasy,Australia,Death Metal,Split-up
The Apostasy,Belgium,Black/Doom/Ambient Metal,Split-up
The Apostasy,France,Progressive Metal,Active
Apostasy,Malaysia,Death/Black Metal,Split-up
Apostasy,United States,Black Metal,Split-up
Apostasy,Canada,Death Metal,Split-up
Apostasy,United States,Thrash Metal,Split-up
Apostasy,Norway,Gothic Metal,Split-up
Apostasy,Germany,Death Metal,Split-up
Apostasy,Germany,Thrash Metal,Split-up
Apostasy,United States,Death/Black Metal,Split-up
Apostasy,Netherlands,Thrash Metal,Unknown
Apostasy,Sweden,Melodic Black Metal,Active
Apöstät,France,Sludge Metal/Hardcore,Active
Apostate,Poland,Gothic/Death/Doom Metal,Active
Apostate,Finland,Melodic Death Metal,Changed name
Apostate,Ukraine,Death/Doom Metal,Active
Apostate,Russia,Symphonic/Melodic Black Metal,On hold
Apostaty,Hungary,Black Metal,Changed name
Aposthate,Italy,"Black/Death Metal (Early), Brutal Death Metal (Later)",Active
Aposthem,France,Death Metal,Active
Apostisy,United States,Melodic Doom/Death Metal,Active
Apostle,United States,Power Metal,Split-up
Apostle,Sweden,Brutal Death Metal,Split-up
Apostle of Dementia,France,Death Metal,Active
Apostle of Perversion,United States,Death/Thrash Metal,Split-up
Apostle of Solitude,United States,Doom Metal,Active
Apostles of Grief,United States,Doom Metal,Active
Apostles of Perversion,Spain,Brutal Death Metal,Active
Apostol,Tunisia,Melodic Death Metal,Active
Apostolum,Italy,Black Metal,Active
Apotamkin,United States,Black Metal,Active
Apotasy,Slovakia,Melodic Death Metal,Active
Apotemnophobia,Mexico,Death Metal,Active
Apoteom,Brazil,Groove Metal,Active
Apoteoza,Indonesia,Melodic Folk Metal,Active
Apoteron,Greece,Doom/Death Metal,Split-up
Apothecary,United States,Doom/Death Metal,Active
Apothecy,Slovakia,Death/Viking Metal,Active
Apotheoses,Germany,Death Metal,Split-up
Apotheosis,United States,Death Metal/Grindcore,Split-up
Apotheosis,United States,Sludge/Doom/Death Metal,Active
Apotheosis,Macedonia (FYROM),Melodic Death Metal,Active
Apotheosis,Germany,Gothic/Doom/Death Metal,Split-up
Apotheosis,United States,Melodic Death Metal,Unknown
Apotheosis,Malta,Epic Symphonic Black/Thrash Metal,Active
Apotheosis,Mexico,Symphonic/Blackened Death Metal,Active
Apotheosis Omega,Germany,Black Metal,Active
Apotheosys,United States,Black Metal,Unknown
Apothesary,United States,"Melodic Death Metal, Thrash Metal",Active
Apotheus,Portugal,Progressive Metal,Active
Apothic Reign,United States,Power/Progressive Metal,Split-up
Apothis,United States,Metalcore,Active
Apothys,United States,Blackened Progressive Death Metal,Split-up
App-Ground,Germany,Melodic Death Metal/Metalcore,Active
Appalachian Leprosy,United States,Black Metal,Active
Appalachian Terror Unit,United States,Thrash Metal/Crustcore,Active
Appalachian Winter,United States,Symphonic Black Metal,Active
Appalachian Winter,United States,Black Metal,Active
Appalling,United States,Black/Death Metal,Active
Appalling Spawn,Czech Republic,Brutal/Progressive Death Metal/Grindcore,Changed name
Apparatia,United States,Black Metal,Active
The Apparatus,Norway,Melodic Death/Black Metal,Split-up
Apparatus,Denmark,Experimental Blackened Death Metal,Active
Apparent Death,Greece,Melodic Death Metal/Metalcore,Active
Apparition,Netherlands,Melodic Death Metal,Active
Apparition,United States,Death/Doom/Thrash Metal,Changed name
Apparition,"Korea, South",Black Metal,Changed name
Apparition,United Kingdom,Gothic Metal,Active
Apparition,United States,Heavy Metal,Split-up
Apparitions of Null,Australia,Progressive Death Metal,Active
Apparitions of the End,United Kingdom,Thrash/Death Metal,Active
Appearance of Nothing,Switzerland,Progressive Metal,Active
Appelman,United States,Symphonic Metal,Active
Appendix,Sweden,Thrash Metal,Split-up
Appendix,Germany,Gothic Rock/Metal,Split-up
Appitne,Ireland,Death/Thrash Metal,Active
Applaud the Impaler,United States,Brutal/Technical Death Metal/Deathcore,Active
Apple Sin,Brazil,Heavy Metal,Active
Applehead,United States,Grunge/Doom Metal,Split-up
Appomattox,Germany,Progressive Metal,Split-up
Apprentess,United States,Heavy Metal,Split-up
Apprentice,Canada,Melodic Death/Power Metal,Active
Apprentice Bards,Austria,Black Metal,Split-up
The Approach and the Execution,United States,Melodic Death/Power Metal,Active
Approached by a God,Canada,Death Metal,Active
Approaching Dawn,United States,Melodic Death/Groove Metal,Active
Approaching Extinction,Austria,Death Metal/Metalcore,Split-up
Approaching Zero,United States,Groove Metal/Metalcore,Active
Approx,Norway,"Heavy Metal, Progressive Metal",Split-up
Apraxia,Belarus,Pagan Black Metal,Changed name
Aprezeus,Chile,Melodic Heavy Metal,Split-up
Apriaca,Austria,Heavy Metal,Unknown
Apricity,United States,Post-Black Metal,Active
April,Finland,Metalcore,Split-up
April 16th,United Kingdom,Heavy Metal,Split-up
April Ethereal,Poland,Progressive Metal,Split-up
April Fish,Italy,Melodic Gothic/Doom Metal,Unknown
April in Flames,Germany,Groove Metal,Active
April Morning,Mexico,Doom Metal,Active
April Weeps,Slovakia,Melodic Groove/Gothic Metal,Active
Aprilmist,United States,Post-Black Metal,Active
Apriori,Turkey,Death/Thrash Metal,Unknown
Apriori,United States,Gothic Metal,Unknown
Apriori Death,Colombia,Death Metal,Active
Aproctous,United States,Death Metal/Grindcore,Split-up
Apropiación Colectiva,Chile,Speed/Thrash Metal,Active
Aprosopy,Germany,Death Metal,Active
Apsalus,Japan,Melodic Power Metal,Active
Apsent,Turkey,Melodic Heavy Metal/Hard Rock,Active
Apshait,Brazil,Progressive Heavy Metal,Split-up
Apsis,Germany,Black Metal,Active
Aptakhar,Russia,Black Metal,Split-up
Aptera,United States,Progressive Death Metal,Split-up
Aptorian Demon,Norway,Black Metal,Active
Aptrgangr,United States,Black/Death Metal,Active
Apu Rumi,Peru,Power/Folk Metal,Active
Apud Inferos,Italy,Black Metal,Active
Apud Inferos,Italy,Black Metal,Split-up
Apus,Brazil,Black/Death Metal,Active
APVTH,Canada,Blackened/Symphonic Heavy Metal,Active
Apylon,Austria,Black Metal,Active
Apyron,Germany,Melodic Heavy Metal/Hard Rock,Split-up
Âqen,France,Atmospheric Black Metal,Active
Aqua Ignis,Mexico,Power Metal,Active
Aquamorta,Belarus,Thrash Metal,Split-up
Aquaria,Brazil,Symphonic Power Metal,Split-up
Aquarian,Canada,Death/Thrash Metal,Split-up
Aquaritia,Poland,Symphonic Dark Metal,Split-up
The Aquarius,Russia,Symphonic Power Metal,Active
Aquelarre,Peru,Death Metal,Changed name
Aquelarre,Brazil,Black Metal,Unknown
Aquelarre,Spain,Heavy/Power Metal,Active
Aquelarre,Chile,Heavy Metal,Split-up
Aquer,Chile,Black/Thrash Metal,Active
Aqueron,Colombia,Raw Black Metal,Active
Aqueronte,Mexico,Melodic Black Metal,Active
Aqueronte,Brazil,Death/Doom Metal,Split-up
Aqueronte,Brazil,Black Metal,Active
Aquila,Canada,Metalcore,Active
Aquila,France,Power Metal,Split-up
Aquila,Brazil,Progressive Metal,Changed name
Aquila,Germany,Heavy Metal,Split-up
Aquila,France,Black Metal,Active
Aquiles Priester | Gustavo Carmo,Brazil,Progressive Metal,Active
Aquilhonia,Spain,Melodic Power Metal,Split-up
Aquilon,France,Dark/Thrash Metal,Active
Aquilonian,United States,Stoner/Doom Metal,Active
Aquilus,Australia,Neoclassical Black/Folk Metal,Active
Aquincum,Hungary,Thrash Metal,Active
Ar da Desgraça,Brazil,Black Metal,Active
Ara,Portugal,Black Metal,Split-up
Ara,United States,Technical Death Metal,Active
Ära Krâ,Germany,Post-Black Metal/Metalcore,Active
Ara'Kus,United States,Operatic Heavy Metal,Active
Arabesco,Brazil,Sludge/Doom Metal,Active
Arabesque,Netherlands,Progressive Metal,Unknown
Arabesque,Italy,Melodic Metal,Split-up
Arabia,Oman,Black Metal,Active
Arabian Death Mask,United States,Death Metal,Active
Arabian Penthouse,Portugal,Heavy Metal/Hard Rock,Split-up
Arachna Signorum,Russia,Black/Funeral Doom Metal,Active
Arachnaphilia,United States,Death/Thrash Metal,Split-up
Arachne,Czech Republic,Death Metal,Split-up
Arachnes,Italy,Power Metal,Active
Arachnica,Belgium,Thrash Metal,Split-up
Arachnid,United States,Thrash Metal,Active
Arachnid,Malta,Death Metal,Split-up
Arachnids,Nepal,Death Metal,Split-up
Arachnigod,United States,Black Metal,Split-up
Arachnophobia,Ukraine,Death Metal,Split-up
Arachnophobia,Germany,Progressive/Power Metal,Unknown
Arachnotaur,United Kingdom,Sludge/Drone/Doom Metal,Active
Arachnovore,France,"Black/Death Metal (early), Black/Viking Metal with Death Metal Influences (later)",Changed name
Arachos,Poland,Black/Death Metal,Split-up
Arachula,Portugal,Black/Death Metal,Unknown
Aracner,Spain,Progressive Metal,Active
Aracranios,Brazil,Black/Death Metal,Split-up
Aradia,Colombia,Melodic Black Metal,Active
Aradia,Malaysia,Black Metal,Active
Aradin Azun,Turkey,Black Metal,Unknown
Arafel,United States,Metalcore,Unknown
Arafel,Israel,Folk Black Metal,Active
Aragathor,Canada,Thrash Metal,Split-up
Aragon,United States,Thrash Metal,Split-up
Aragon,Australia,Progressive Metal,Split-up
Aragon,Hungary,Thrash/Speed Metal,Split-up
Aragon,United Kingdom,Melodic Heavy Metal/Hard Rock,Split-up
Aragon,Germany,Power Metal,Split-up
Aragon,Poland,Black Metal,Active
Aragonit,Germany,Symphonic Power/Melodic Death Metal,Active
Aragons,Indonesia,Progressive Gothic Metal,Active
Aragorn,United Kingdom,NWOBHM,Split-up
Aragorn,Peru,Power Metal,Active
Aragorn,South Africa,Heavy Metal,Changed name
Aragorn,Germany,Melodic Black Metal,Changed name
Arahmok,Brazil,Raw Black Metal,Split-up
Arai,Spain,Heavy Metal,Active
Arakacian,United Kingdom,Death/Black Metal,Split-up
Arakain,Czech Republic,Power/Thrash Metal,Active
Arakara,United States,Thrash Metal,Active
Arakhne,International,Death Metal,Active
Arakiel,Sweden,Melodic Black Metal,Active
Arakis,United States,Power Metal,Split-up
Arakk,Denmark,Funeral Doom Metal/Post-Metal,Active
Araksia,Russia,Heavy/Power Metal,Active
Arallu,Israel,Black/Death Metal,Active
Aralyon,Czech Republic,Death/Thrash Metal,Split-up
Aramaic,United Arab Emirates,Death Metal,Active
Aramantus,United Kingdom,Progressive Groove Metal,Active
Aramathea,United States,Raw Black Metal,Active
Aranciazzu,Italy,Melodic Black/Folk Metal,Unknown
Arandor,Germany,Speed Metal,Split-up
Arandu Arakuaa,Brazil,Folk Metal,Active
Aranea,Poland,Thrash Metal,Split-up
Aranea Adventus,Spain,Heavy Metal,Active
Araneum,Finland,Melodic Death Metal,Unknown
Aranrut,Ukraine,Symphonic Power/Thrash Metal,Active
Aranrùth,Denmark,Black Metal,Split-up
Arantaxia,Spain,Heavy/Power Metal,Unknown
AraPacis,Canada,Progressive/Doom Metal/Hard Rock,Active
Araqiel,Finland,Black Metal,Active
Ararat,Argentina,Doom/Stoner Metal,Active
Aras,Iran,Black Metal,Active
Aras,Finland,Black Metal,Split-up
Arasaw,Finland,Death/Thrash Metal,Active
Arass,Germany,Melodic Heavy Metal,Split-up
Arastral,Venezuela,Symphonic Heavy/Power Metal,Active
Arath,Germany,Black Metal/Ambient,Active
Arathgoth,United States,"Atmospheric Black Metal, Dark Ambient/Neofolk",Active
Arathorn,Germany,Thrash Metal,Split-up
Arathorn,Germany,Black Metal,Active
Arathyr,Poland,Black Metal,Split-up
Aratic,Finland,Thrash Metal,Active
Aratron,Netherlands,Death Metal,Active
AraVan,Venezuela,Heavy/Power Metal,Active
Arawn,Czech Republic,Death/Thrash Metal,Split-up
Arawn,Belgium,Melodic Heavy Metal,Split-up
Arawn,United Kingdom,Black/Folk Metal,Split-up
Araxa,Czech Republic,Heavy Metal,Active
Araxas,Austria,"Epic Symphonic Black Metal (early), Depressive Black Metal (later)",Active
Arbach,Brazil,Black Metal,Active
Arbalest,United States,Thrash Metal,Active
Arbiter,United States,Death Metal,Split-up
Arbiter of Conceit,United States,Brutal Death Metal,Active
Arbitrary,United States,Death/Thrash Metal,Active
Arbitrary Element,Singapore,Technical Death Metal,Active
Arbitrater,United Kingdom,Thrash Metal,Split-up
Arbitrator,Canada,Progressive Death Metal,Active
Arbitrator,Australia,Black/Death Metal,Split-up
Arbitrator,United States,Death Metal,Changed name
Arbitrator,Russia,Thrash Metal,Active
Arbitrium,United Kingdom,Melodic Death Metal,Active
Arbogast,United States,Thrash/Stoner/Sludge Metal,Active
Arbol de Diana,Argentina,Black Metal,Unknown
Arbor,United States,Atmospheric Folk/Post-Black Metal,On hold
Arbor Ira,Germany,Doom/Death Metal,Active
Arbor Mortis,Armenia,Black Metal,Active
Arbor Vitae,Finland,Melodic Progressive Metal,Changed name
Arborea,Spain,Progressive/Gothic Metal,Active
Arboris Mortuus,Colombia,Black Metal,Split-up
Arbour,Norway,Gothic Doom/Death Metal,Unknown
Arbovirus,Brazil,Brutal Death Metal/Grindcore,Active
Arbre,France,Black Metal,Active
Arbrynth,Australia,"Melodic Death, Progressive/Folk Metal",Active
ARC,United Kingdom,NWOBHM,Active
Arç Blanc,Spain,Power Metal,Active
Arc Fatalis,United States,Black Metal,Split-up
Arc of Ascent,New Zealand,Stoner/Doom Metal,Active
Arc of Descent,United States,Thrash/Heavy Metal,Split-up
Arca Bélica,Argentina,Thrash Metal,Unknown
Arca Hadian,Italy,Melodic Power Metal,Active
Arcabuz,Puerto Rico,Heavy Metal/Hard Rock,Split-up
